,Shape,Shape_count
13306,sphere,4134
13307,triangle,6268
13308,unknown,4359
13309,light,12895
13310,other,4209
13311,chevron,774
13312,fireball,4939
13313,sphere,4134
13314,triangle,6268
13315,triangle,6268
13316,egg,555
13317,egg,555
13318,light,12895
13319,light,12895
13320,other,4209
13321,fireball,4939
13322,light,12895
13323,changing,1517
13324,triangle,6268
13325,light,12895
13326,cylinder,977
13327,cylinder,977
13328,diamond,884
13329,egg,555
13330,light,12895
13331,light,12895
13332,light,12895
13333,light,12895
13334,light,12895
13335,sphere,4134
13336,unknown,4359
13337,circle,5890
13338,circle,5890
13339,circle,5890
13340,circle,5890
13341,circle,5890
13342,circle,5890
13343,fireball,4939
13344,fireball,4939
13345,light,12895
13346,light,12895
13347,light,12895
13348,light,12895
13349,light,12895
13350,oval,2881
13351,rectangle,1010
13352,triangle,6268
13353,triangle,6268
13354,unknown,4359
13355,changing,1517
13356,changing,1517
13357,cigar,1569
13358,circle,5890
13359,circle,5890
13360,diamond,884
13361,disk,3853
13362,fireball,4939
13363,fireball,4939
13364,light,12895
13365,light,12895
13366,other,4209
13367,oval,2881
13368,sphere,4134
13369,sphere,4134
13370,sphere,4134
13371,sphere,4134
13372,triangle,6268
13373,triangle,6268
13374,unknown,4359
13375,unknown,4359
13376,triangle,6268
13377,light,12895
13378,light,12895
13379,light,12895
13380,light,12895
13381,other,4209
13382,other,4209
13383,triangle,6268
13384,disk,3853
13385,sphere,4134
13386,triangle,6268
13387,fireball,4939
13388,fireball,4939
13389,flash,1025
13390,light,12895
13391,light,12895
13392,triangle,6268
13393,unknown,4359
13394,formation,1908
13395,formation,1908
13396,light,12895
13397,oval,2881
13398,triangle,6268
13399,cigar,1569
13400,other,4209
13401,unknown,4359
13402,circle,5890
13403,disk,3853
13404,other,4209
13405,unknown,4359
13406,unknown,4359
13407,cylinder,977
13408,disk,3853
13409,light,12895
13410,light,12895
13411,unknown,4359
13412,cylinder,977
13413,fireball,4939
13414,disk,3853
13415,cigar,1569
13416,circle,5890
13417,oval,2881
13418,cylinder,977
13419,fireball,4939
13420,light,12895
13421,light,12895
13422,light,12895
13423,light,12895
13424,unknown,4359
13425,unknown,4359
13426,circle,5890
13427,circle,5890
13428,circle,5890
13429,circle,5890
13430,cylinder,977
13431,cylinder,977
13432,diamond,884
13433,disk,3853
13434,fireball,4939
13435,formation,1908
13436,light,12895
13437,light,12895
13438,rectangle,1010
13439,sphere,4134
13440,sphere,4134
13441,teardrop,560
13442,light,12895
13443,oval,2881
13444,sphere,4134
13445,egg,555
13446,fireball,4939
13447,other,4209
13448,changing,1517
13449,fireball,4939
13450,fireball,4939
13451,fireball,4939
13452,light,12895
13453,other,4209
13454,other,4209
13455,oval,2881
13456,fireball,4939
13457,cigar,1569
13458,fireball,4939
13459,fireball,4939
13460,fireball,4939
13461,light,12895
13462,light,12895
13463,fireball,4939
13464,light,12895
13465,oval,2881
13466,circle,5890
13467,egg,555
13468,light,12895
13469,sphere,4134
13470,fireball,4939
13471,light,12895
13472,unknown,4359
13473,circle,5890
13474,circle,5890
13475,disk,3853
13476,egg,555
13477,light,12895
13478,other,4209
13479,unknown,4359
13480,cigar,1569
13481,disk,3853
13482,oval,2881
13483,cylinder,977
13484,fireball,4939
13485,light,12895
13486,triangle,6268
13487,unknown,4359
13488,changing,1517
13489,circle,5890
13490,circle,5890
13491,circle,5890
13492,fireball,4939
13493,fireball,4939
13494,light,12895
13495,other,4209
13496,sphere,4134
13497,sphere,4134
13498,triangle,6268
13499,triangle,6268
13500,triangle,6268
13501,triangle,6268
13502,unknown,4359
13503,unknown,4359
13504,unknown,4359
13505,fireball,4939
13506,fireball,4939
13507,light,12895
13508,light,12895
13509,light,12895
13510,other,4209
13511,triangle,6268
13512,unknown,4359
13513,unknown,4359
13514,unknown,4359
13515,cigar,1569
13516,triangle,6268
13517,circle,5890
13518,fireball,4939
13519,sphere,4134
13520,triangle,6268
13521,unknown,4359
13522,oval,2881
13523,triangle,6268
13524,changing,1517
13525,changing,1517
13526,cigar,1569
13527,circle,5890
13528,teardrop,560
13529,teardrop,560
13530,teardrop,560
13531,light,12895
13532,flash,1025
13533,light,12895
13534,oval,2881
13535,chevron,774
13536,circle,5890
13537,circle,5890
13538,cylinder,977
13539,fireball,4939
13540,light,12895
13541,light,12895
13542,rectangle,1010
13543,sphere,4134
13544,triangle,6268
13545,unknown,4359
13546,diamond,884
13547,disk,3853
13548,disk,3853
13549,light,12895
13550,light,12895
13551,light,12895
13552,other,4209
13553,teardrop,560
13554,triangle,6268
13555,circle,5890
13556,cone,235
13557,oval,2881
13558,sphere,4134
13559,teardrop,560
13560,triangle,6268
13561,unknown,4359
13562,unknown,4359
13563,cigar,1569
13564,circle,5890
13565,light,12895
13566,light,12895
13567,circle,5890
13568,circle,5890
13569,egg,555
13570,fireball,4939
13571,other,4209
13572,other,4209
13573,oval,2881
13574,oval,2881
13575,rectangle,1010
13576,sphere,4134
13577,triangle,6268
13578,circle,5890
13579,fireball,4939
13580,fireball,4939
13581,flash,1025
13582,light,12895
13583,light,12895
13584,light,12895
13585,other,4209
13586,teardrop,560
13587,triangle,6268
13588,triangle,6268
13589,unknown,4359
13590,unknown,4359
13591,light,12895
13592,cigar,1569
13593,light,12895
13594,light,12895
13595,chevron,774
13596,circle,5890
13597,fireball,4939
13598,chevron,774
13599,oval,2881
13600,unknown,4359
13601,circle,5890
13602,fireball,4939
13603,fireball,4939
13604,flash,1025
13605,light,12895
13606,light,12895
13607,rectangle,1010
13608,circle,5890
13609,diamond,884
13610,fireball,4939
13611,light,12895
13612,light,12895
13613,rectangle,1010
13614,sphere,4134
13615,triangle,6268
13616,cigar,1569
13617,circle,5890
13618,circle,5890
13619,disk,3853
13620,fireball,4939
13621,flash,1025
13622,flash,1025
13623,formation,1908
13624,light,12895
13625,light,12895
13626,other,4209
13627,other,4209
13628,sphere,4134
13629,sphere,4134
13630,triangle,6268
13631,triangle,6268
13632,unknown,4359
13633,unknown,4359
13634,circle,5890
13635,disk,3853
13636,triangle,6268
13637,cigar,1569
13638,circle,5890
13639,circle,5890
13640,circle,5890
13641,cylinder,977
13642,cylinder,977
13643,diamond,884
13644,diamond,884
13645,disk,3853
13646,disk,3853
13647,disk,3853
13648,disk,3853
13649,fireball,4939
13650,fireball,4939
13651,fireball,4939
13652,fireball,4939
13653,light,12895
13654,light,12895
13655,other,4209
13656,other,4209
13657,other,4209
13658,other,4209
13659,oval,2881
13660,sphere,4134
13661,unknown,4359
13662,unknown,4359
13663,unknown,4359
13664,unknown,4359
13665,other,4209
13666,other,4209
13667,circle,5890
13668,circle,5890
13669,circle,5890
13670,disk,3853
13671,fireball,4939
13672,fireball,4939
13673,fireball,4939
13674,fireball,4939
13675,fireball,4939
13676,fireball,4939
13677,light,12895
13678,sphere,4134
13679,unknown,4359
13680,cigar,1569
13681,circle,5890
13682,circle,5890
13683,circle,5890
13684,circle,5890
13685,circle,5890
13686,circle,5890
13687,circle,5890
13688,circle,5890
13689,cylinder,977
13690,disk,3853
13691,disk,3853
13692,fireball,4939
13693,fireball,4939
13694,fireball,4939
13695,light,12895
13696,light,12895
13697,light,12895
13698,light,12895
13699,other,4209
13700,other,4209
13701,other,4209
13702,oval,2881
13703,oval,2881
13704,oval,2881
13705,oval,2881
13706,sphere,4134
13707,sphere,4134
13708,triangle,6268
13709,triangle,6268
13710,unknown,4359
13711,unknown,4359
13712,unknown,4359
13713,fireball,4939
13714,fireball,4939
13715,light,12895
13716,light,12895
13717,other,4209
13718,triangle,6268
13719,sphere,4134
13720,triangle,6268
13721,triangle,6268
13722,diamond,884
13723,disk,3853
13724,light,12895
13725,light,12895
13726,unknown,4359
13727,unknown,4359
13728,unknown,4359
13729,cigar,1569
13730,circle,5890
13731,diamond,884
13732,light,12895
13733,light,12895
13734,light,12895
13735,rectangle,1010
13736,triangle,6268
13737,light,12895
13738,unknown,4359
13739,circle,5890
13740,light,12895
13741,triangle,6268
13742,light,12895
13743,changing,1517
13744,cigar,1569
13745,cone,235
13746,fireball,4939
13747,other,4209
13748,oval,2881
13749,sphere,4134
13750,sphere,4134
13751,triangle,6268
13752,triangle,6268
13753,unknown,4359
13754,disk,3853
13755,cigar,1569
13756,cigar,1569
13757,cigar,1569
13758,circle,5890
13759,circle,5890
13760,light,12895
13761,light,12895
13762,light,12895
13763,light,12895
13764,unknown,4359
13765,cigar,1569
13766,cigar,1569
13767,cigar,1569
13768,circle,5890
13769,circle,5890
13770,circle,5890
13771,circle,5890
13772,other,4209
13773,oval,2881
13774,triangle,6268
13775,unknown,4359
13776,circle,5890
13777,circle,5890
13778,fireball,4939
13779,light,12895
13780,light,12895
13781,light,12895
13782,rectangle,1010
13783,teardrop,560
13784,teardrop,560
13785,unknown,4359
13786,disk,3853
13787,disk,3853
13788,light,12895
13789,light,12895
13790,unknown,4359
13791,cross,177
13792,circle,5890
13793,circle,5890
13794,circle,5890
13795,cylinder,977
13796,disk,3853
13797,disk,3853
13798,light,12895
13799,cigar,1569
13800,teardrop,560
13801,egg,555
13802,changing,1517
13803,cigar,1569
13804,circle,5890
13805,cone,235
13806,disk,3853
13807,fireball,4939
13808,flash,1025
13809,formation,1908
13810,formation,1908
13811,light,12895
13812,light,12895
13813,other,4209
13814,other,4209
13815,other,4209
13816,oval,2881
13817,oval,2881
13818,triangle,6268
13819,unknown,4359
13820,unknown,4359
13821,unknown,4359
13822,chevron,774
13823,diamond,884
13824,light,12895
13825,other,4209
13826,oval,2881
13827,rectangle,1010
13828,rectangle,1010
13829,fireball,4939
13830,triangle,6268
13831,unknown,4359
13832,disk,3853
13833,circle,5890
13834,cylinder,977
13835,disk,3853
13836,flash,1025
13837,other,4209
13838,oval,2881
13839,circle,5890
13840,light,12895
13841,light,12895
13842,light,12895
13843,light,12895
13844,light,12895
13845,cylinder,977
13846,oval,2881
13847,cigar,1569
13848,cigar,1569
13849,other,4209
13850,rectangle,1010
13851,rectangle,1010
13852,light,12895
13853,teardrop,560
13854,circle,5890
13855,circle,5890
13856,circle,5890
13857,light,12895
13858,circle,5890
13859,fireball,4939
13860,fireball,4939
13861,light,12895
13862,rectangle,1010
13863,disk,3853
13864,light,12895
13865,other,4209
13866,unknown,4359
13867,light,12895
13868,triangle,6268
13869,sphere,4134
13870,fireball,4939
13871,light,12895
13872,circle,5890
13873,diamond,884
13874,other,4209
13875,disk,3853
13876,light,12895
13877,other,4209
13878,other,4209
13879,circle,5890
13880,light,12895
13881,other,4209
13882,sphere,4134
13883,triangle,6268
13884,unknown,4359
13885,disk,3853
13886,oval,2881
13887,chevron,774
13888,fireball,4939
13889,light,12895
13890,sphere,4134
13891,circle,5890
13892,oval,2881
13893,oval,2881
13894,sphere,4134
13895,light,12895
13896,other,4209
13897,disk,3853
13898,fireball,4939
13899,light,12895
13900,light,12895
13901,other,4209
13902,oval,2881
13903,oval,2881
13904,light,12895
13905,oval,2881
13906,triangle,6268
13907,circle,5890
13908,fireball,4939
13909,fireball,4939
13910,light,12895
13911,light,12895
13912,unknown,4359
13913,chevron,774
13914,light,12895
13915,other,4209
13916,triangle,6268
13917,diamond,884
13918,other,4209
13919,other,4209
13920,rectangle,1010
13921,light,12895
13922,oval,2881
13923,oval,2881
13924,oval,2881
13925,oval,2881
13926,circle,5890
13927,cone,235
13928,fireball,4939
13929,light,12895
13930,other,4209
13931,other,4209
13932,other,4209
13933,oval,2881
13934,triangle,6268
13935,disk,3853
13936,disk,3853
13937,fireball,4939
13938,fireball,4939
13939,light,12895
13940,sphere,4134
13941,sphere,4134
13942,triangle,6268
13943,cigar,1569
13944,circle,5890
13945,disk,3853
13946,cigar,1569
13947,triangle,6268
13948,triangle,6268
13949,changing,1517
13950,circle,5890
13951,cylinder,977
13952,disk,3853
13953,fireball,4939
13954,fireball,4939
13955,fireball,4939
13956,fireball,4939
13957,flash,1025
13958,formation,1908
13959,light,12895
13960,light,12895
13961,light,12895
13962,rectangle,1010
13963,sphere,4134
13964,triangle,6268
13965,unknown,4359
13966,disk,3853
13967,light,12895
13968,light,12895
13969,other,4209
13970,triangle,6268
13971,light,12895
13972,cigar,1569
13973,circle,5890
13974,diamond,884
13975,fireball,4939
13976,formation,1908
13977,other,4209
13978,teardrop,560
13979,teardrop,560
13980,triangle,6268
13981,triangle,6268
13982,triangle,6268
13983,unknown,4359
13984,triangle,6268
13985,disk,3853
13986,unknown,4359
13987,light,12895
13988,oval,2881
13989,fireball,4939
13990,disk,3853
13991,circle,5890
13992,light,12895
13993,light,12895
13994,triangle,6268
13995,unknown,4359
13996,changing,1517
13997,fireball,4939
13998,fireball,4939
13999,light,12895
14000,light,12895
14001,light,12895
14002,light,12895
14003,other,4209
14004,sphere,4134
14005,sphere,4134
14006,triangle,6268
14007,triangle,6268
14008,unknown,4359
14009,cigar,1569
14010,cigar,1569
14011,circle,5890
14012,disk,3853
14013,disk,3853
14014,fireball,4939
14015,formation,1908
14016,light,12895
14017,light,12895
14018,oval,2881
14019,rectangle,1010
14020,sphere,4134
14021,triangle,6268
14022,unknown,4359
14023,light,12895
14024,circle,5890
14025,triangle,6268
14026,rectangle,1010
14027,circle,5890
14028,circle,5890
14029,fireball,4939
14030,fireball,4939
14031,fireball,4939
14032,formation,1908
14033,formation,1908
14034,light,12895
14035,light,12895
14036,light,12895
14037,light,12895
14038,light,12895
14039,other,4209
14040,other,4209
14041,oval,2881
14042,oval,2881
14043,oval,2881
14044,rectangle,1010
14045,triangle,6268
14046,triangle,6268
14047,cone,235
14048,other,4209
14049,chevron,774
14050,cigar,1569
14051,circle,5890
14052,cross,177
14053,diamond,884
14054,disk,3853
14055,disk,3853
14056,disk,3853
14057,disk,3853
14058,fireball,4939
14059,fireball,4939
14060,fireball,4939
14061,fireball,4939
14062,fireball,4939
14063,formation,1908
14064,light,12895
14065,light,12895
14066,other,4209
14067,oval,2881
14068,rectangle,1010
14069,sphere,4134
14070,triangle,6268
14071,triangle,6268
14072,unknown,4359
14073,unknown,4359
14074,unknown,4359
14075,circle,5890
14076,circle,5890
14077,disk,3853
14078,light,12895
14079,triangle,6268
14080,unknown,4359
14081,chevron,774
14082,chevron,774
14083,flash,1025
14084,light,12895
14085,light,12895
14086,oval,2881
14087,sphere,4134
14088,triangle,6268
14089,triangle,6268
14090,other,4209
14091,changing,1517
14092,triangle,6268
14093,circle,5890
14094,light,12895
14095,light,12895
14096,light,12895
14097,other,4209
14098,unknown,4359
14099,cigar,1569
14100,disk,3853
14101,light,12895
14102,light,12895
14103,sphere,4134
14104,triangle,6268
14105,formation,1908
14106,changing,1517
14107,cylinder,977
14108,diamond,884
14109,disk,3853
14110,fireball,4939
14111,fireball,4939
14112,formation,1908
14113,light,12895
14114,sphere,4134
14115,cylinder,977
14116,fireball,4939
14117,unknown,4359
14118,light,12895
14119,circle,5890
14120,disk,3853
14121,sphere,4134
14122,teardrop,560
14123,triangle,6268
14124,unknown,4359
14125,cigar,1569
14126,circle,5890
14127,light,12895
14128,rectangle,1010
14129,fireball,4939
14130,formation,1908
14131,light,12895
14132,disk,3853
14133,light,12895
14134,light,12895
14135,oval,2881
14136,oval,2881
14137,disk,3853
14138,disk,3853
14139,fireball,4939
14140,sphere,4134
14141,disk,3853
14142,changing,1517
14143,cylinder,977
14144,fireball,4939
14145,light,12895
14146,other,4209
